X	Predicted.sequence.orientation	Kingdom	Kingdom.certainty	Phylum	Phylum.certainty	Class	Class.certainty	Order	Order.certainty	Family	Family.certainty	Genus	Genus.certainty	Species	Species.certainty
ASV_2342	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricaceae	100%	Cyathus	100%	Cyathus_stercoreus|SH189899.06FU	100%
ASV_2343	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricales_unidentified	76%	Agaricales_unidentified_1	76%	Agaricales_sp|SH201474.06FU	76%
ASV_2344	+	Fungi	100%	Ascomycota	99%	Eurotiomycetes	98%	Eurotiales	98%	Trichocomaceae	98%	Talaromyces	53%	Talaromyces_aurantiacus|SH225874.06FU	50%
ASV_2345	+	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Agaricales	99%	Typhulaceae	99%	Typhula	99%	Typhula_sp_UW98_G4|SH208568.06FU	99%
ASV_2346	+	Fungi	100%	Fungi_unidentified	51%	Fungi_unidentified_1	51%	Fungi_unidentified_1	51%	Fungi_unidentified_1_1	51%	Fungi_unidentified_1_1	51%	Fungi_sp|SH196428.06FU	51%
ASV_2347	-	Fungi	100%	Zygomycota	51%	Incertae_sedis_10	51%	Mortierellales	51%	Mortierellaceae	51%	Mortierella	51%	Mortierella_sp|SH214852.06FU	42%
ASV_2348	-	Fungi	100%	Ascomycota	98%	Sordariomycetes	97%	Hypocreales	86%	Ophiocordycipitaceae	33%	Elaphocordyceps	17%	Elaphocordyceps_capitata|SH224002.06FU	16%
ASV_2349	+	Fungi	100%	Ascomycota	99%	Dothideomycetes	33%	Dothideomycetes_unidentified	31%	Dothideomycetes_unidentified_1	31%	Dothideomycetes_unidentified_1	31%	Dothideomycetes_sp|SH216443.06FU	31%
ASV_2350	+	Fungi	100%	Zygomycota	56%	Incertae_sedis_10	56%	Mortierellales	56%	Mortierellaceae	56%	Mortierella	56%	Mortierella_sp|SH214852.06FU	35%
ASV_2351	+	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	72%	Mortierella	72%	Mortierella_sp_ATT116|SH218048.06FU	35%
ASV_2352	+	Fungi	100%	Ascomycota	83%	Sordariomycetes	83%	Hypocreales	36%	Incertae_sedis_3	33%	Cephalosporium	33%	Cephalosporium_serrae_var_fuscum|SH219664.06FU	33%
ASV_2353	-	Fungi	100%	Ascomycota	93%	Incertae_sedis_14	70%	Incertae_sedis_15	70%	Incertae_sedis_16	70%	Retroconis	70%	Retroconis_fusiformis|SH234970.06FU	70%
ASV_2354	-	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellales_unidentified	39%	Mortierellales_unidentified_1	39%	Mortierellales_sp|SH228362.06FU	39%
ASV_2355	+	Fungi	100%	Basidiomycota	98%	Agaricomycetes	98%	Agaricales	98%	Psathyrellaceae	98%	Coprinellus	98%	Coprinellus_sp|SH199708.06FU	89%
ASV_2356	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Bolbitiaceae	100%	Conocybe	100%	Conocybe_crispa|SH208914.06FU	97%
ASV_2357	+	Fungi	100%	Ascomycota	100%	Sordariomycetes	84%	Sordariales	76%	Lasiosphaeriaceae	76%	Podospora	76%	Podospora_sp|SH223422.06FU	38%
ASV_2358	-	Fungi	100%	Ascomycota	79%	Sordariomycetes	79%	Incertae_sedis_7	40%	Plectosphaerellaceae	40%	Gibellulopsis	38%	Gibellulopsis_sp_YH_2012|SH219656.06FU	38%
ASV_2359	-	Fungi	100%	Ascomycota	97%	Sordariomycetes	93%	Sordariomycetes_unidentified	88%	Sordariomycetes_unidentified_1	88%	Sordariomycetes_unidentified_1	88%	Sordariomycetes_sp|SH233630.06FU	88%
ASV_2360	-	Fungi	100%	Fungi_unidentified	52%	Fungi_unidentified_1	52%	Fungi_unidentified_1	52%	Fungi_unidentified_1_1	52%	Fungi_unidentified_1_1	52%	Fungi_sp|SH217408.06FU	46%
ASV_2361	+	Fungi	100%	Fungi_unidentified	51%	Fungi_unidentified_1	51%	Fungi_unidentified_1	51%	Fungi_unidentified_1_1	51%	Fungi_unidentified_1_1	51%	Fungi_sp|SH217408.06FU	42%
ASV_2362	+	Fungi	100%	Ascomycota	100%	Dothideomycetes	71%	Dothideomycetes_unidentified	71%	Dothideomycetes_unidentified_1	71%	Dothideomycetes_unidentified_1	71%	Dothideomycetes_sp|SH216443.06FU	70%
ASV_2363	-	Fungi	100%	Basidiomycota	92%	Tremellomycetes	89%	Tremellales	71%	Incertae_sedis_12	71%	Cryptococcus_1	70%	Cryptococcus_sp|SH215220.06FU	70%
ASV_2364	+	Fungi	100%	Basidiomycota	98%	Agaricomycetes	98%	Agaricales	98%	Strophariaceae	71%	Psilocybe	71%	Psilocybe_cf_subviscida/crobula_X_45|SH218689.06FU	70%
ASV_2365	+	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Corticiales	99%	Corticiaceae	99%	Waitea	99%	Rhizoctonia_zeae|SH211230.06FU	99%
ASV_2366	-	Fungi	100%	Ascomycota	99%	Dothideomycetes	30%	Dothideomycetes_unidentified	30%	Dothideomycetes_unidentified_1	30%	Dothideomycetes_unidentified_1	30%	Dothideomycetes_sp|SH216443.06FU	30%
ASV_2367	+	Fungi	100%	Basidiomycota	95%	Agaricomycetes	95%	Cantharellales	95%	Ceratobasidiaceae	95%	Thanatephorus	78%	Thanatephorus_cucumeris|SH207643.06FU	41%
ASV_2368	-	Fungi	100%	Ascomycota	97%	Dothideomycetes	94%	Pleosporales	94%	Incertae_sedis_13	59%	Ascochyta	59%	Ascochyta_sp|SH233952.06FU	33%
ASV_2369	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricales_unidentified	71%	Agaricales_unidentified_1	71%	Agaricales_sp|SH201474.06FU	71%
ASV_2370	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricales_unidentified	70%	Agaricales_unidentified_1	70%	Agaricales_sp|SH201474.06FU	70%
ASV_2371	+	Fungi	100%	Ascomycota	83%	Dothideomycetes	21%	Pleosporales	21%	Pleosporales_unidentified	6%	Pleosporales_unidentified_1	6%	Pleosporales_sp|SH240081.06FU	5%
ASV_2372	+	Fungi	100%	Ascomycota	96%	Dothideomycetes	78%	Dothideomycetes_unidentified	78%	Dothideomycetes_unidentified_1	78%	Dothideomycetes_unidentified_1	78%	Dothideomycetes_sp|SH216443.06FU	76%
ASV_2373	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Typhulaceae	100%	Typhula	100%	Typhula_sp_UW98_G4|SH208568.06FU	100%
ASV_2374	-	Fungi	100%	Ascomycota	93%	Dothideomycetes	85%	Pleosporales	75%	Sporormiaceae	72%	Sporormiaceae_unidentified	31%	Sporormiaceae_sp|SH190502.06FU	31%
ASV_2375	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Typhulaceae	100%	Typhula	100%	Typhula_sp_UW98_G4|SH208568.06FU	100%
ASV_2376	-	Fungi	100%	Ascomycota	73%	Dothideomycetes	55%	Pleosporales	55%	Incertae_sedis_13	55%	Phoma	50%	Phoma_sp_P17E3|SH202157.06FU	28%
ASV_2377	+	Fungi	100%	Ascomycota	100%	Sordariomycetes	96%	Hypocreales	91%	Nectriaceae	31%	Nectriaceae_unidentified	23%	Nectriaceae_sp|SH206758.06FU	23%
ASV_2378	-	Fungi	100%	Ascomycota	95%	Dothideomycetes	83%	Pleosporales	83%	Incertae_sedis_13	83%	Periconia	83%	Periconia_sp|SH197554.06FU	39%
ASV_2379	-	Fungi	100%	Ascomycota	99%	Sordariomycetes	99%	Hypocreales	99%	Nectriaceae	92%	Nectriaceae_unidentified	92%	Nectriaceae_sp|SH233679.06FU	92%
ASV_2380	-	Fungi	100%	Basidiomycota	90%	Tremellomycetes	85%	Cystofilobasidiales	83%	Cystofilobasidiaceae	83%	Guehomyces	71%	Guehomyces_pullulans|SH215066.06FU	71%
ASV_2381	-	Fungi	100%	Fungi_unidentified	98%	Fungi_unidentified_1	98%	Fungi_unidentified_1	98%	Fungi_unidentified_1_1	98%	Fungi_unidentified_1_1	98%	Fungi_sp|SH195711.06FU	53%
ASV_2382	+	Fungi	100%	Ascomycota	100%	Sordariomycetes	98%	Sordariomycetes_unidentified	87%	Sordariomycetes_unidentified_1	87%	Sordariomycetes_unidentified_1	87%	Sordariomycetes_sp|SH233630.06FU	87%
ASV_2383	-	Fungi	100%	Ascomycota	92%	Dothideomycetes	69%	Pleosporales	69%	Incertae_sedis_13	58%	Phoma	50%	Phoma_bulgarica|SH202165.06FU	16%
ASV_2384	+	Fungi	100%	Basidiomycota	89%	Tremellomycetes	74%	Cystofilobasidiales	71%	Cystofilobasidiaceae	70%	Guehomyces	55%	Guehomyces_pullulans|SH215066.06FU	55%
ASV_2385	+	Fungi	100%	Fungi_unidentified	58%	Fungi_unidentified_1	58%	Fungi_unidentified_1	58%	Fungi_unidentified_1_1	58%	Fungi_unidentified_1_1	58%	Fungi_sp|SH196428.06FU	39%
ASV_2386	-	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	75%	Mortierella	75%	Mortierella_sp_ATT116|SH218048.06FU	47%
ASV_2387	-	Fungi	100%	Ascomycota	69%	Dothideomycetes	52%	Pleosporales	52%	Incertae_sedis_13	52%	Phoma	48%	Phoma_sp_P17E3|SH202157.06FU	31%
ASV_2388	+	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Agaricales	99%	Psathyrellaceae	99%	Coprinellus	99%	Coprinellus_sp|SH199708.06FU	90%
ASV_2389	+	Fungi	100%	Zygomycota	67%	Incertae_sedis_10	67%	Mortierellales	67%	Mortierellaceae	67%	Mortierella	67%	Mortierella_sp|SH214852.06FU	57%
ASV_2390	+	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideales	100%	Dothioraceae	100%	Aureobasidium	100%	Aureobasidium_pullulans|SH206631.06FU	65%
ASV_2391	-	Fungi	100%	Ascomycota	95%	Sordariomycetes	83%	Hypocreales	82%	Hypocreales_unidentified	37%	Hypocreales_unidentified_1	37%	Hypocreales_sp|SH217380.06FU	36%
ASV_2392	-	Fungi	100%	Ascomycota	97%	Dothideomycetes	97%	Capnodiales	97%	Mycosphaerellaceae	97%	Septoria	42%	Septoria_glycines|SH212694.06FU	42%
ASV_2393	-	Fungi	100%	Fungi_unidentified	66%	Fungi_unidentified_1	66%	Fungi_unidentified_1	66%	Fungi_unidentified_1_1	66%	Fungi_unidentified_1_1	66%	Fungi_sp|SH217408.06FU	54%
ASV_2394	+	Fungi	100%	Zygomycota	53%	Incertae_sedis_10	53%	Mortierellales	53%	Mortierellaceae	53%	Mortierella	53%	Mortierella_sp|SH214852.06FU	36%
ASV_2395	-	Fungi	100%	Zygomycota	58%	Incertae_sedis_10	58%	Mortierellales	58%	Mortierellaceae	58%	Mortierella	58%	Mortierella_sp|SH214852.06FU	42%
ASV_2396	-	Fungi	100%	Basidiomycota	92%	Agaricomycetes	92%	Agaricales	92%	Psathyrellaceae	92%	Coprinellus	92%	Coprinellus_sp|SH199708.06FU	85%
ASV_2397	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	91%
ASV_2398	+	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideales	100%	Dothioraceae	100%	Aureobasidium	100%	Aureobasidium_pullulans|SH206631.06FU	59%
ASV_2399	+	Fungi	100%	Ascomycota	97%	Sordariomycetes	78%	Sordariales	75%	Lasiosphaeriaceae	75%	Podospora	75%	Podospora_sp|SH223422.06FU	41%
ASV_2400	-	Fungi	100%	Basidiomycota	89%	Tremellomycetes	84%	Cystofilobasidiales	82%	Cystofilobasidiaceae	82%	Guehomyces	67%	Guehomyces_pullulans|SH215066.06FU	67%
ASV_2401	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	88%
ASV_2402	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	96%	Psathyrella	96%	Psathyrella_rostellata|SH199690.06FU	49%
ASV_2403	-	Fungi	100%	Basidiomycota	87%	Tremellomycetes	80%	Cystofilobasidiales	75%	Cystofilobasidiaceae	75%	Guehomyces	66%	Guehomyces_pullulans|SH215066.06FU	66%
ASV_2404	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	81%
ASV_2405	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	84%
ASV_2406	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	93%
ASV_2407	+	Fungi	100%	Ascomycota	100%	Pezizomycetes	100%	Pezizales	100%	Pezizaceae	100%	Peziza	100%	Peziza_buxea|SH189955.06FU	100%
ASV_2408	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	98%	Agaricales	98%	Mycenaceae	53%	Mycena	53%	Mycena_sp_7061016|SH218692.06FU	53%
ASV_2409	-	Fungi	100%	Fungi_unidentified	50%	Fungi_unidentified_1	50%	Fungi_unidentified_1	50%	Fungi_unidentified_1_1	50%	Fungi_unidentified_1_1	50%	Fungi_sp|SH196428.06FU	48%
ASV_2410	+	Fungi	100%	Zygomycota	85%	Incertae_sedis_10	85%	Mortierellales	85%	Mortierellaceae	85%	Mortierella	85%	Mortierella_alpina|SH211072.06FU	18%
ASV_2411	+	Fungi	100%	Ascomycota	99%	Dothideomycetes	80%	Dothideomycetes_unidentified	80%	Dothideomycetes_unidentified_1	80%	Dothideomycetes_unidentified_1	80%	Dothideomycetes_sp|SH216443.06FU	79%
ASV_2412	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	92%
ASV_2413	-	Fungi	100%	Ascomycota	99%	Sordariomycetes	98%	Hypocreales	92%	Clavicipitaceae	88%	Metarhizium	88%	Metarhizium_anisopliae|SH201730.06FU	73%
ASV_2414	+	Fungi	100%	Basidiomycota	100%	Tremellomycetes	100%	Filobasidiales	100%	Filobasidiaceae	100%	Cryptococcus	100%	Cryptococcus_sp|SH215221.06FU	100%
ASV_2415	-	Fungi	100%	Fungi_unidentified	98%	Fungi_unidentified_1	98%	Fungi_unidentified_1	98%	Fungi_unidentified_1_1	98%	Fungi_unidentified_1_1	98%	Fungi_sp|SH196467.06FU	50%
ASV_2416	+	Fungi	100%	Basidiomycota	86%	Tremellomycetes	75%	Cystofilobasidiales	72%	Cystofilobasidiaceae	72%	Guehomyces	58%	Guehomyces_pullulans|SH215066.06FU	58%
ASV_2417	+	Fungi	100%	Basidiomycota	96%	Agaricomycetes	94%	Cantharellales	94%	Ceratobasidiaceae	94%	Thanatephorus	82%	Thanatephorus_cucumeris|SH207643.06FU	42%
ASV_2418	+	Fungi	100%	Basidiomycota	97%	Agaricomycetes	97%	Corticiales	97%	Corticiaceae	97%	Waitea	97%	Rhizoctonia_zeae|SH211230.06FU	97%
ASV_2419	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	90%
ASV_2420	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	87%
ASV_2421	-	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Corticiales	99%	Corticiaceae	99%	Waitea	99%	Rhizoctonia_zeae|SH211230.06FU	99%
ASV_2422	-	Fungi	100%	Ascomycota	99%	Sordariomycetes	99%	Sordariales	98%	Sordariales_unidentified	79%	Sordariales_unidentified_1	79%	Sordariales_sp|SH195272.06FU	79%
ASV_2423	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricaceae	100%	Cyathus	100%	Cyathus_stercoreus|SH189899.06FU	100%
ASV_2424	+	Fungi	100%	Ascomycota	100%	Sordariomycetes	99%	Sordariomycetes_unidentified	86%	Sordariomycetes_unidentified_1	86%	Sordariomycetes_unidentified_1	86%	Sordariomycetes_sp|SH233630.06FU	85%
ASV_2425	+	Fungi	100%	Ascomycota	100%	Sordariomycetes	100%	Diaporthales	100%	Diaporthaceae	99%	Phomopsis	63%	Phomopsis_sp|SH194805.06FU	42%
ASV_2426	-	Fungi	100%	Ascomycota	99%	Sordariomycetes	96%	Hypocreales	93%	Nectriaceae	22%	Nectriaceae_unidentified	19%	Nectriaceae_sp|SH206758.06FU	19%
ASV_2427	-	Fungi	100%	Ascomycota	99%	Sordariomycetes	96%	Hypocreales	93%	Nectriaceae	18%	Nectriaceae_unidentified	16%	Nectriaceae_sp|SH206758.06FU	16%
ASV_2428	-	Fungi	100%	Basidiomycota	99%	Agaricomycetes	98%	Thelephorales	97%	Thelephoraceae	97%	Amaurodon	97%	Amaurodon_mustialaensis|SH227693.06FU	97%
ASV_2429	-	Fungi	100%	Ascomycota	100%	Incertae_sedis_14	15%	Incertae_sedis_15	15%	Incertae_sedis_16	15%	Retroconis	14%	Retroconis_fusiformis|SH234970.06FU	14%
ASV_2430	-	Fungi	100%	Ascomycota	99%	Eurotiomycetes	97%	Eurotiales	97%	Trichocomaceae	97%	Talaromyces	40%	Talaromyces_aurantiacus|SH225874.06FU	35%
ASV_2431	-	Fungi	100%	Ascomycota	93%	Dothideomycetes	83%	Pleosporales	83%	Incertae_sedis_13	83%	Periconia	83%	Periconia_sp|SH197554.06FU	39%
ASV_2432	+	Fungi	100%	Zygomycota	51%	Incertae_sedis_10	51%	Mortierellales	51%	Mortierellaceae	51%	Mortierella	51%	Mortierella_sp|SH214852.06FU	39%
ASV_2433	-	Fungi	100%	Ascomycota	99%	Sordariomycetes	98%	Hypocreales	98%	Nectriaceae	72%	Nectria	21%	Nectria_aurantiaca|SH205600.06FU	20%
ASV_2434	+	Fungi	100%	Fungi_unidentified	43%	Fungi_unidentified_1	43%	Fungi_unidentified_1	43%	Fungi_unidentified_1_1	43%	Fungi_unidentified_1_1	43%	Fungi_sp|SH217408.06FU	37%
ASV_2435	+	Fungi	100%	Zygomycota	83%	Incertae_sedis_10	83%	Mortierellales	83%	Mortierellaceae	83%	Mortierella	83%	Mortierella_sp|SH214851.06FU	68%
ASV_2436	+	Fungi	100%	Ascomycota	82%	Sordariomycetes	82%	Incertae_sedis_7	45%	Plectosphaerellaceae	45%	Gibellulopsis	45%	Gibellulopsis_sp_YH_2012|SH219656.06FU	45%
ASV_2437	-	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Capnodiales	100%	Mycosphaerellaceae	100%	Septoria	67%	Septoria_glycines|SH212694.06FU	65%
ASV_2438	-	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	66%	Mortierella	66%	Mortierella_sp_ATT116|SH218048.06FU	36%
ASV_2439	+	Fungi	100%	Zygomycota	96%	Incertae_sedis_10	96%	Mortierellales	96%	Mortierellaceae	96%	Mortierella	96%	Mortierella_sp|SH228359.06FU	87%
ASV_2440	+	Fungi	100%	Ascomycota	90%	Sordariomycetes	87%	Hypocreales	87%	Nectriaceae	87%	Gibberella	83%	Gibberella_baccata|SH219469.06FU	56%
ASV_2441	+	Fungi	100%	Ascomycota	98%	Sordariomycetes	98%	Hypocreales	98%	Nectriaceae	62%	Nectria	30%	Nectria_aurantiaca|SH205600.06FU	28%
ASV_2442	-	Fungi	100%	Fungi_unidentified	56%	Fungi_unidentified_1	56%	Fungi_unidentified_1	56%	Fungi_unidentified_1_1	56%	Fungi_unidentified_1_1	56%	Fungi_sp|SH217408.06FU	50%
ASV_2443	-	Fungi	100%	Ascomycota	53%	Incertae_sedis_14	11%	Incertae_sedis_15	11%	Incertae_sedis_16	11%	Pulchromyces	8%	Pulchromyces_fimicola|SH227367.06FU	8%
ASV_2444	+	Fungi	100%	Fungi_unidentified	96%	Fungi_unidentified_1	96%	Fungi_unidentified_1	96%	Fungi_unidentified_1_1	96%	Fungi_unidentified_1_1	96%	Fungi_sp|SH195711.06FU	48%
ASV_2445	+	Fungi	100%	Basidiomycota	61%	Tremellomycetes	11%	Tremellales	11%	Incertae_sedis_12	9%	Derxomyces	9%	Derxomyces_hainanensis|SH197670.06FU	9%
ASV_2446	+	Fungi	100%	Ascomycota	98%	Sordariomycetes	96%	Hypocreales	92%	Nectriaceae	44%	Gibberella	33%	Gibberella_baccata|SH219474.06FU	33%
ASV_2447	+	Fungi	100%	Basidiomycota	98%	Agaricomycetes	98%	Agaricales	98%	Psathyrellaceae	98%	Coprinellus	98%	Coprinellus_sp|SH199708.06FU	81%
ASV_2448	-	Fungi	100%	Ascomycota	51%	Incertae_sedis_14	9%	Incertae_sedis_15	9%	Incertae_sedis_16	9%	Knufia	8%	Knufia_perforans|SH209750.06FU	8%
ASV_2449	-	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideales	100%	Dothioraceae	100%	Aureobasidium	100%	Aureobasidium_pullulans|SH206631.06FU	64%
ASV_2450	+	Fungi	100%	Basidiomycota	99%	Agaricomycetes	98%	Agaricales	98%	Agaricales_unidentified	87%	Agaricales_unidentified_1	87%	Agaricales_sp|SH239397.06FU	87%
ASV_2451	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	91%
ASV_2452	+	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideales	100%	Dothioraceae	100%	Aureobasidium	99%	Aureobasidium_pullulans|SH206631.06FU	57%
ASV_2453	-	Fungi	100%	Ascomycota	100%	Sordariomycetes	92%	Sordariales	92%	Chaetomiaceae	83%	Chaetomium	83%	Chaetomium_globosum|SH234979.06FU	75%
ASV_2454	+	Fungi	100%	Ascomycota	96%	Dothideomycetes	42%	Dothideomycetes_unidentified	39%	Dothideomycetes_unidentified_1	39%	Dothideomycetes_unidentified_1	39%	Dothideomycetes_sp|SH216443.06FU	39%
ASV_2455	-	Fungi	100%	Zygomycota	58%	Incertae_sedis_10	58%	Mortierellales	58%	Mortierellaceae	58%	Mortierella	58%	Mortierella_sp|SH214852.06FU	46%
ASV_2456	-	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	76%	Mortierella	76%	Mortierella_sp_ATT116|SH218048.06FU	46%
ASV_2457	+	Fungi	100%	Zygomycota	50%	Incertae_sedis_10	50%	Mortierellales	50%	Mortierellaceae	50%	Mortierella	50%	Mortierella_sp|SH214852.06FU	42%
ASV_2458	-	Fungi	100%	Zygomycota	49%	Incertae_sedis_10	49%	Mortierellales	49%	Mortierellaceae	49%	Mortierella	49%	Mortierella_sp|SH214852.06FU	39%
ASV_2459	+	Fungi	100%	Ascomycota	80%	Sordariomycetes	80%	Incertae_sedis_7	47%	Plectosphaerellaceae	47%	Gibellulopsis	47%	Gibellulopsis_sp_YH_2012|SH219656.06FU	47%
ASV_2460	+	Fungi	100%	Ascomycota	98%	Sordariomycetes	96%	Hypocreales	92%	Nectriaceae	29%	Nectriaceae_unidentified	21%	Nectriaceae_sp|SH206758.06FU	21%
ASV_2461	-	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Agaricales	99%	Psathyrellaceae	99%	Coprinellus	99%	Coprinellus_sp|SH199708.06FU	88%
ASV_2462	-	Fungi	100%	Fungi_unidentified	94%	Fungi_unidentified_1	94%	Fungi_unidentified_1	94%	Fungi_unidentified_1_1	94%	Fungi_unidentified_1_1	94%	Fungi_sp|SH195711.06FU	68%
ASV_2463	-	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideales	100%	Dothioraceae	100%	Aureobasidium	100%	Aureobasidium_pullulans|SH206631.06FU	76%
ASV_2464	+	Fungi	100%	Basidiomycota	94%	Agaricomycetes	94%	Agaricales	94%	Psathyrellaceae	94%	Coprinellus	94%	Coprinellus_sp|SH199708.06FU	85%
ASV_2465	+	Fungi	100%	Zygomycota	57%	Incertae_sedis_10	57%	Mortierellales	57%	Mortierellaceae	57%	Mortierella	57%	Mortierella_sp|SH214852.06FU	47%
ASV_2466	-	Fungi	100%	Basidiomycota	100%	Tremellomycetes	100%	Filobasidiales	100%	Filobasidiaceae	100%	Cryptococcus	100%	Cryptococcus_sp|SH215221.06FU	100%
ASV_2467	+	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Capnodiales	100%	Mycosphaerellaceae	100%	Septoria	62%	Septoria_glycines|SH212694.06FU	59%
ASV_2468	-	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	80%	Mortierella	80%	Mortierella_sp_ATT116|SH218048.06FU	50%
ASV_2469	+	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	79%	Mortierella	79%	Mortierella_sp_ATT116|SH218048.06FU	47%
ASV_2470	+	Fungi	100%	Basidiomycota	76%	Agaricomycetes	76%	Agaricomycetes_unidentified	47%	Agaricomycetes_unidentified_1	47%	Agaricomycetes_unidentified_1	47%	Agaricomycetes_sp|SH199701.06FU	47%
ASV_2471	-	Fungi	100%	Basidiomycota	75%	Tremellomycetes	69%	Cystofilobasidiales	68%	Cystofilobasidiaceae	68%	Guehomyces	59%	Guehomyces_pullulans|SH215066.06FU	59%
ASV_2472	-	Fungi	100%	Zygomycota	48%	Incertae_sedis_10	48%	Mortierellales	48%	Mortierellaceae	48%	Mortierella	48%	Mortierella_sp|SH214852.06FU	38%
ASV_2473	-	Fungi	100%	Ascomycota	73%	Sordariomycetes	73%	Sordariales	73%	Chaetomiaceae	73%	Trichocladium	73%	Trichocladium_asperum|SH234966.06FU	73%
ASV_2474	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	92%
ASV_2475	+	Fungi	100%	Basidiomycota	92%	Agaricomycetes	82%	Agaricomycetes_unidentified	38%	Agaricomycetes_unidentified_1	38%	Agaricomycetes_unidentified_1	38%	Agaricomycetes_sp|SH218253.06FU	37%
ASV_2476	+	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideales	100%	Dothioraceae	100%	Aureobasidium	100%	Aureobasidium_pullulans|SH206631.06FU	59%
ASV_2477	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	93%
ASV_2478	+	Fungi	100%	Ascomycota	77%	Sordariomycetes	77%	Sordariales	77%	Chaetomiaceae	77%	Trichocladium	77%	Trichocladium_asperum|SH234966.06FU	77%
ASV_2479	+	Fungi	100%	Ascomycota	98%	Sordariomycetes	95%	Hypocreales	94%	Nectriaceae	76%	Nectria	27%	Nectria_aurantiaca|SH205600.06FU	26%
ASV_2480	-	Fungi	100%	Ascomycota	77%	Sordariomycetes	77%	Incertae_sedis_7	37%	Plectosphaerellaceae	37%	Gibellulopsis	35%	Gibellulopsis_sp_YH_2012|SH219656.06FU	35%
